DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area - 19 countries  (2015-2022),2019,3209862,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area - 19 countries  (2015-2022),2020,3144123,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area - 19 countries  (2015-2022),2021,3093117,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area - 19 countries  (2015-2022),2022,3023066,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area - 19 countries  (2015-2022),2023,3051286,bp,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area - 19 countries  (2015-2022),2024,2933241,p,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2013,3404335,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2014,3372309,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2015,3295189,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2016,3326978,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2017,3304393,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2018,3311536,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2019,3245771,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2020,3180200,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2021,3128079,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2022,3057837,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2023,3087209,bp,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Euro area – 20 countries (from 2023),2024,2967349,p,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,1990,24542,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,1991,23858,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,1992,21841,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,1993,18506,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,1994,17332,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,1995,14589,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,1996,13602,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,1997,13053,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,1998,12839,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,1999,12178,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2000,12040,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2001,12240,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2002,13060,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2003,12700,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2004,13120,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2005,13080,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2006,13960,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2007,14310,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2008,14850,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2009,15740,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2010,16000,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2011,15800,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2012,15945,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2013,14725,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2014,14061,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2015,13861,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2016,13795,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2017,14171,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2018,14219,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2019,13891,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2020,14543,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2021,14209,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2022,13343,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2023,13825,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Estonia,2024,12018,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1995,5416664,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1996,5283261,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1997,5154257,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1998,5185046,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",1999,5162354,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2000,5114779,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2001,5097028,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2002,5134375,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2003,5059590,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2004,5052899,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2005,5089289,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2006,5149102,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2007,5174313,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2008,5256487,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2009,5313844,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2010,5441716,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2011,5384482,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2012,5367349,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2013,5255235,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2015,5107929,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2016,5155009,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2017,5133792,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2018,5159367,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2019,5088456,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2001,5141050,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2002,5177137,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2003,5099985,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2004,5092492,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2005,5128719,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2006,5189121,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2007,5216515,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2008,5297577,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2009,5355191,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2010,5484885,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2011,5428628,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2012,5410699,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2013,5296009,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2015,5147545,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2016,5193783,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2017,5170576,be,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2018,5195980,e,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2019,5124292,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,1990,141729,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,1991,143867,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,1992,149295,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,1993,151265,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,1994,151558,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,1995,148037,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,1996,147529,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,1997,146803,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,1998,148308,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,1999,144773,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2000,142349,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2001,142705,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2002,136638,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2003,134213,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2004,133205,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2005,133707,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2006,135444,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2007,135454,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2008,137581,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2009,139760,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2010,143793,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2011,147656,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2012,149376,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2013,147498,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2014,149208,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2015,148300,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2016,150463,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2017,151442,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2018,152782,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2019,149273,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2020,148450,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2021,146382,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2022,144392,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2023,152648,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Free Trade Association,2024,140809,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,1990,105856,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,1991,104428,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,1992,105473,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,1993,101435,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,1994,102931,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,1995,100596,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,1996,102690,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,1997,100314,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,1998,99718,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,1999,101089,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2000,99736,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2001,99798,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2002,107233,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2003,107229,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2004,106661,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2005,105690,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2006,105036,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2007,106380,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2008,109640,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2009,108157,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2010,113056,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2011,115049,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2012,110528,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2013,105801,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2014,99952,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2015,93665,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2016,91460,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2017,93161,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2018,95348,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2019,91148,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2020,89076,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2021,85706,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2022,81020,b,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2023,80385,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Greece,2024,77305,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,1990,404169,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,1991,396615,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,1992,390592,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,1993,391799,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,1994,396256,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,1995,384692,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,1996,368962,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,1997,363678,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,1998,361471,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,1999,367272,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2000,367441,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2001,381203,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2002,398110,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2003,417815,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2004,425499,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2005,448587,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2006,461564,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2007,473622,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2008,490146,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2009,498194,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2010,520785,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2011,494927,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2012,483549,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2013,474677,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2014,451484,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2015,424800,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2016,427184,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2017,420930,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2018,413253,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2019,396241,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2020,374063,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2021,365236,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2022,346269,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2023,346953,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,Spain,2024,338464,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Union - 27 countries (2007-2013),1995,5351718,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Union - 27 countries (2007-2013),1996,5218244,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Union - 27 countries (2007-2013),1997,5089074,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Union - 27 countries (2007-2013),1998,5119053,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Union - 27 countries (2007-2013),1999,5097512,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Union - 27 countries (2007-2013),2000,5051247,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Union - 27 countries (2007-2013),2001,5032724,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Union - 27 countries (2007-2013),2002,5070006,,
ESTAT:DEMO_PJAN(1.0),14/10/25 23:00:00,Annual,Number,1 year,Total,European Union - 27 countries (2007-2013),2003,4997759,,
